GL251067.1	NW_003276017.1
GL250964.1	NW_003275914.1
GL271216.1	NW_003296166.1
GL250112.1	NW_003275062.1
GL211577.1	NW_003236527.1
GL267493.1	NW_003292443.1
GL248329.1	NW_003273279.1
GL206292.1	NW_003231242.1
GL263156.1	NW_003288106.1
GL266013.1	NW_003290963.1
GL243343.1	NW_003268293.1
GL219025.1	NW_003243975.1
GL212731.1	NW_003237681.1
GL215814.1	NW_003240764.1
GL269119.1	NW_003294069.1
GL238351.1	NW_003263301.1
GL198167.1	NW_003223117.1
GL198068.1	NW_003223018.1
GL212243.1	NW_003237193.1
GL269509.1	NW_003294459.1
GL257891.1	NW_003282841.1
GL257964.1	NW_003282914.1
GL200816.1	NW_003225766.1
GL244584.1	NW_003269534.1
GL236236.1	NW_003261186.1
GL262468.1	NW_003287418.1
GL217674.1	NW_003242624.1
GL222850.1	NW_003247800.1
GL231309.1	NW_003256259.1
GL194158.1	NW_003219108.1
GL203399.1	NW_003228349.1
GL205885.1	NW_003230835.1
GL210476.1	NW_003235426.1
GL243699.1	NW_003268649.1
GL267807.1	NW_003292757.1
GL209410.1	NW_003234360.1
GL273715.1	NW_003298665.1
GL245375.1	NW_003270325.1
GL233105.1	NW_003258055.1
GL223070.1	NW_003248020.1
GL263410.1	NW_003288360.1
GL270983.1	NW_003295933.1
GL212993.1	NW_003237943.1
GL261058.1	NW_003286008.1
GL196941.1	NW_003221891.1
GL273482.1	NW_003298432.1
GL202533.1	NW_003227483.1
GL234273.1	NW_003259223.1
GL260694.1	NW_003285644.1
GL199556.1	NW_003224506.1
GL229512.1	NW_003254462.1
GL245942.1	NW_003270892.1
GL272869.1	NW_003297819.1
GL193085.1	NW_003218035.1
GL256527.1	NW_003281477.1
GL254274.1	NW_003279224.1
GL205780.1	NW_003230730.1
GL258161.1	NW_003283111.1
GL242033.1	NW_003266983.1
GL231036.1	NW_003255986.1
GL224602.1	NW_003249552.1
GL257558.1	NW_003282508.1
GL217685.1	NW_003242635.1
GL226056.1	NW_003251006.1
GL204317.1	NW_003229267.1
GL210676.1	NW_003235626.1
GL267271.1	NW_003292221.1
GL199484.1	NW_003224434.1
GL214925.1	NW_003239875.1
GL243684.1	NW_003268634.1
GL269413.1	NW_003294363.1
GL272099.1	NW_003297049.1
GL240780.1	NW_003265730.1
GL231190.1	NW_003256140.1
GL201593.1	NW_003226543.1
GL203889.1	NW_003228839.1
GL205700.1	NW_003230650.1
GL244402.1	NW_003269352.1
GL258302.1	NW_003283252.1
GL205688.1	NW_003230638.1
GL244205.1	NW_003269155.1
GL246369.1	NW_003271319.1
GL233890.1	NW_003258840.1
GL213141.1	NW_003238091.1
GL256240.1	NW_003281190.1
GL215509.1	NW_003240459.1
GL229912.1	NW_003254862.1
GL217338.1	NW_003242288.1
GL235011.1	NW_003259961.1
GL231523.1	NW_003256473.1
GL272563.1	NW_003297513.1
GL212296.1	NW_003237246.1
GL234041.1	NW_003258991.1
GL247933.1	NW_003272883.1
GL245811.1	NW_003270761.1
GL265561.1	NW_003290511.1
GL198444.1	NW_003223394.1
GL267554.1	NW_003292504.1
GL238025.1	NW_003262975.1
GL228777.1	NW_003253727.1
GL222379.1	NW_003247329.1
GL216339.1	NW_003241289.1
GL202805.1	NW_003227755.1
GL212496.1	NW_003237446.1
GL230889.1	NW_003255839.1
GL265680.1	NW_003290630.1
GL229799.1	NW_003254749.1
GL229550.1	NW_003254500.1
GL216115.1	NW_003241065.1
GL209420.1	NW_003234370.1
GL247570.1	NW_003272520.1
GL226413.1	NW_003251363.1
GL263236.1	NW_003288186.1
GL203826.1	NW_003228776.1
GL229722.1	NW_003254672.1
GL245075.1	NW_003270025.1
GL212486.1	NW_003237436.1
GL257998.1	NW_003282948.1
GL265423.1	NW_003290373.1
GL243613.1	NW_003268563.1
GL265251.1	NW_003290201.1
GL212216.1	NW_003237166.1
GL259457.1	NW_003284407.1
GL199896.1	NW_003224846.1
GL263584.1	NW_003288534.1
GL215591.1	NW_003240541.1
GL230720.1	NW_003255670.1
GL273200.1	NW_003298150.1
GL269341.1	NW_003294291.1
GL254254.1	NW_003279204.1
GL243648.1	NW_003268598.1
GL260643.1	NW_003285593.1
GL225398.1	NW_003250348.1
GL228212.1	NW_003253162.1
GL262674.1	NW_003287624.1
GL250857.1	NW_003275807.1
GL250476.1	NW_003275426.1
GL267681.1	NW_003292631.1
GL272116.1	NW_003297066.1
GL198432.1	NW_003223382.1
GL197694.1	NW_003222644.1
GL251767.1	NW_003276717.1
GL255036.1	NW_003279986.1
GL264049.1	NW_003288999.1
GL212623.1	NW_003237573.1
GL206512.1	NW_003231462.1
GL229738.1	NW_003254688.1
GL263163.1	NW_003288113.1
GL235534.1	NW_003260484.1
GL263439.1	NW_003288389.1
GL226667.1	NW_003251617.1
GL237967.1	NW_003262917.1
GL203345.1	NW_003228295.1
GL254195.1	NW_003279145.1
GL260995.1	NW_003285945.1
GL192922.1	NW_003217872.1
GL240684.1	NW_003265634.1
GL247857.1	NW_003272807.1
GL250032.1	NW_003274982.1
GL249836.1	NW_003274786.1
GL271403.1	NW_003296353.1
GL250524.1	NW_003275474.1
GL204258.1	NW_003229208.1
GL208038.1	NW_003232988.1
GL250465.1	NW_003275415.1
GL201474.1	NW_003226424.1
GL192776.1	NW_003217726.1
GL206478.1	NW_003231428.1
GL207503.1	NW_003232453.1
GL249253.1	NW_003274203.1
GL264610.1	NW_003289560.1
GL226104.1	NW_003251054.1
GL233805.1	NW_003258755.1
GL211145.1	NW_003236095.1
GL241325.1	NW_003266275.1
GL226294.1	NW_003251244.1
GL240071.1	NW_003265021.1
GL199998.1	NW_003224948.1
GL216112.1	NW_003241062.1
GL205610.1	NW_003230560.1
GL262291.1	NW_003287241.1
GL249718.1	NW_003274668.1
GL200544.1	NW_003225494.1
GL224787.1	NW_003249737.1
GL269422.1	NW_003294372.1
GL223619.1	NW_003248569.1
GL242030.1	NW_003266980.1
GL268273.1	NW_003293223.1
GL219719.1	NW_003244669.1
GL201158.1	NW_003226108.1
GL269652.1	NW_003294602.1
GL238160.1	NW_003263110.1
GL210015.1	NW_003234965.1
GL256651.1	NW_003281601.1
GL244456.1	NW_003269406.1
GL203225.1	NW_003228175.1
GL268742.1	NW_003293692.1
GL195872.1	NW_003220822.1
GL215267.1	NW_003240217.1
GL252220.1	NW_003277170.1
GL241863.1	NW_003266813.1
GL226167.1	NW_003251117.1
GL252687.1	NW_003277637.1
GL202799.1	NW_003227749.1
GL215568.1	NW_003240518.1
GL250511.1	NW_003275461.1
GL234280.1	NW_003259230.1
GL201738.1	NW_003226688.1
GL236253.1	NW_003261203.1
GL193960.1	NW_003218910.1
GL227536.1	NW_003252486.1
GL272844.1	NW_003297794.1
GL236254.1	NW_003261204.1
GL196729.1	NW_003221679.1
GL212654.1	NW_003237604.1
GL197592.1	NW_003222542.1
GL258370.1	NW_003283320.1
GL271807.1	NW_003296757.1
GL242905.1	NW_003267855.1
GL196271.1	NW_003221221.1
GL234131.1	NW_003259081.1
GL213150.1	NW_003238100.1
GL261697.1	NW_003286647.1
GL243617.1	NW_003268567.1
GL218727.1	NW_003243677.1
GL244157.1	NW_003269107.1
GL258884.1	NW_003283834.1
GL254333.1	NW_003279283.1
GL231738.1	NW_003256688.1
GL228532.1	NW_003253482.1
GL215572.1	NW_003240522.1
GL225885.1	NW_003250835.1
GL245449.1	NW_003270399.1
GL249466.1	NW_003274416.1
GL228740.1	NW_003253690.1
GL200887.1	NW_003225837.1
GL238394.1	NW_003263344.1
GL258031.1	NW_003282981.1
GL229192.1	NW_003254142.1
GL235555.1	NW_003260505.1
GL235529.1	NW_003260479.1
GL229304.1	NW_003254254.1
GL263793.1	NW_003288743.1
GL241923.1	NW_003266873.1
GL206821.1	NW_003231771.1
GL210124.1	NW_003235074.1
GL241891.1	NW_003266841.1
GL200037.1	NW_003224987.1
GL197294.1	NW_003222244.1
GL241080.1	NW_003266030.1
GL235446.1	NW_003260396.1
GL221986.1	NW_003246936.1
GL261300.1	NW_003286250.1
GL265193.1	NW_003290143.1
GL271751.1	NW_003296701.1
GL207699.1	NW_003232649.1
GL255726.1	NW_003280676.1
GL242060.1	NW_003267010.1
GL229182.1	NW_003254132.1
GL224979.1	NW_003249929.1
GL206564.1	NW_003231514.1
GL260179.1	NW_003285129.1
GL244224.1	NW_003269174.1
GL255356.1	NW_003280306.1
GL273316.1	NW_003298266.1
GL237010.1	NW_003261960.1
GL269832.1	NW_003294782.1
GL240962.1	NW_003265912.1
GL237729.1	NW_003262679.1
GL206054.1	NW_003231004.1
GL198475.1	NW_003223425.1
GL212448.1	NW_003237398.1
GL266331.1	NW_003291281.1
GL211610.1	NW_003236560.1
GL265462.1	NW_003290412.1
GL254065.1	NW_003279015.1
GL266965.1	NW_003291915.1
GL273345.1	NW_003298295.1
GL248161.1	NW_003273111.1
GL254993.1	NW_003279943.1
GL264570.1	NW_003289520.1
GL206030.1	NW_003230980.1
GL263213.1	NW_003288163.1
GL214213.1	NW_003239163.1
GL227898.1	NW_003252848.1
GL242061.1	NW_003267011.1
GL228612.1	NW_003253562.1
GL266224.1	NW_003291174.1
GL215107.1	NW_003240057.1
GL255398.1	NW_003280348.1
GL241020.1	NW_003265970.1
GL249178.1	NW_003274128.1
GL259521.1	NW_003284471.1
GL211650.1	NW_003236600.1
GL269673.1	NW_003294623.1
GL199651.1	NW_003224601.1
GL210085.1	NW_003235035.1
GL200646.1	NW_003225596.1
GL235693.1	NW_003260643.1
GL252761.1	NW_003277711.1
GL227503.1	NW_003252453.1
GL219423.1	NW_003244373.1
GL271747.1	NW_003296697.1
GL217218.1	NW_003242168.1
GL244873.1	NW_003269823.1
GL251315.1	NW_003276265.1
GL243745.1	NW_003268695.1
GL211834.1	NW_003236784.1
GL264462.1	NW_003289412.1
GL207798.1	NW_003232748.1
GL207365.1	NW_003232315.1
GL202937.1	NW_003227887.1
GL227974.1	NW_003252924.1
GL213474.1	NW_003238424.1
GL238530.1	NW_003263480.1
GL207815.1	NW_003232765.1
GL261574.1	NW_003286524.1
GL266579.1	NW_003291529.1
GL228199.1	NW_003253149.1
GL213336.1	NW_003238286.1
GL240920.1	NW_003265870.1
GL264514.1	NW_003289464.1
GL199171.1	NW_003224121.1
GL198463.1	NW_003223413.1
GL197270.1	NW_003222220.1
GL206532.1	NW_003231482.1
GL207087.1	NW_003232037.1
GL196434.1	NW_003221384.1
GL244744.1	NW_003269694.1
GL205408.1	NW_003230358.1
GL247268.1	NW_003272218.1
GL244798.1	NW_003269748.1
GL235232.1	NW_003260182.1
GL200993.1	NW_003225943.1
GL267849.1	NW_003292799.1
GL260490.1	NW_003285440.1
GL240841.1	NW_003265791.1
GL206771.1	NW_003231721.1
GL206112.1	NW_003231062.1
GL246179.1	NW_003271129.1
GL271917.1	NW_003296867.1
GL194073.1	NW_003219023.1
GL207958.1	NW_003232908.1
GL217389.1	NW_003242339.1
GL271488.1	NW_003296438.1
GL209942.1	NW_003234892.1
GL273522.1	NW_003298472.1
GL266090.1	NW_003291040.1
GL265749.1	NW_003290699.1
GL201373.1	NW_003226323.1
GL265828.1	NW_003290778.1
GL251925.1	NW_003276875.1
GL222233.1	NW_003247183.1
GL208091.1	NW_003233041.1
GL243342.1	NW_003268292.1
GL255672.1	NW_003280622.1
GL262516.1	NW_003287466.1
GL200148.1	NW_003225098.1
GL260686.1	NW_003285636.1
GL214030.1	NW_003238980.1
GL201061.1	NW_003226011.1
GL197316.1	NW_003222266.1
GL214180.1	NW_003239130.1
GL239946.1	NW_003264896.1
GL204459.1	NW_003229409.1
GL240264.1	NW_003265214.1
GL223470.1	NW_003248420.1
GL256373.1	NW_003281323.1
GL247436.1	NW_003272386.1
GL243310.1	NW_003268260.1
GL249946.1	NW_003274896.1
GL199579.1	NW_003224529.1
GL220089.1	NW_003245039.1
GL266225.1	NW_003291175.1
GL218639.1	NW_003243589.1
GL239592.1	NW_003264542.1
GL237518.1	NW_003262468.1
GL259636.1	NW_003284586.1
GL229393.1	NW_003254343.1
GL219473.1	NW_003244423.1
GL268622.1	NW_003293572.1
GL267040.1	NW_003291990.1
GL226863.1	NW_003251813.1
GL212100.1	NW_003237050.1
GL238291.1	NW_003263241.1
GL243240.1	NW_003268190.1
GL209398.1	NW_003234348.1
GL244710.1	NW_003269660.1
GL193671.1	NW_003218621.1
GL219489.1	NW_003244439.1
GL215240.1	NW_003240190.1
GL255869.1	NW_003280819.1
GL208540.1	NW_003233490.1
GL271000.1	NW_003295950.1
GL254894.1	NW_003279844.1
GL238600.1	NW_003263550.1
GL224204.1	NW_003249154.1
GL226975.1	NW_003251925.1
GL267265.1	NW_003292215.1
GL198799.1	NW_003223749.1
GL228227.1	NW_003253177.1
GL221520.1	NW_003246470.1
GL261011.1	NW_003285961.1
GL235200.1	NW_003260150.1
GL199020.1	NW_003223970.1
GL197640.1	NW_003222590.1
GL196537.1	NW_003221487.1
GL236114.1	NW_003261064.1
GL211155.1	NW_003236105.1
GL251963.1	NW_003276913.1
GL195550.1	NW_003220500.1
GL192356.1	NW_003217306.1
GL226270.1	NW_003251220.1
GL214958.1	NW_003239908.1
GL270885.1	NW_003295835.1
GL235651.1	NW_003260601.1
GL219024.1	NW_003243974.1
GL214072.1	NW_003239022.1
GL268253.1	NW_003293203.1
GL269619.1	NW_003294569.1
GL196673.1	NW_003221623.1
GL251498.1	NW_003276448.1
GL237127.1	NW_003262077.1
GL195335.1	NW_003220285.1
GL214198.1	NW_003239148.1
GL257101.1	NW_003282051.1
GL217456.1	NW_003242406.1
GL209351.1	NW_003234301.1
GL249040.1	NW_003273990.1
GL255499.1	NW_003280449.1
GL247901.1	NW_003272851.1
GL192672.1	NW_003217622.1
GL246887.1	NW_003271837.1
GL261946.1	NW_003286896.1
GL197145.1	NW_003222095.1
GL258180.1	NW_003283130.1
GL266392.1	NW_003291342.1
GL253763.1	NW_003278713.1
GL202279.1	NW_003227229.1
GL231126.1	NW_003256076.1
GL273109.1	NW_003298059.1
GL269115.1	NW_003294065.1
GL247353.1	NW_003272303.1
GL221979.1	NW_003246929.1
GL228760.1	NW_003253710.1
GL237491.1	NW_003262441.1
GL231488.1	NW_003256438.1
GL203177.1	NW_003228127.1
GL257987.1	NW_003282937.1
GL196050.1	NW_003221000.1
GL202919.1	NW_003227869.1
GL209064.1	NW_003234014.1
GL243482.1	NW_003268432.1
GL252340.1	NW_003277290.1
GL231533.1	NW_003256483.1
GL200788.1	NW_003225738.1
GL206885.1	NW_003231835.1
GL248133.1	NW_003273083.1
GL199259.1	NW_003224209.1
GL262521.1	NW_003287471.1
GL197048.1	NW_003221998.1
GL231227.1	NW_003256177.1
GL221187.1	NW_003246137.1
GL220325.1	NW_003245275.1
GL213380.1	NW_003238330.1
GL268378.1	NW_003293328.1
GL210245.1	NW_003235195.1
GL221309.1	NW_003246259.1
GL221451.1	NW_003246401.1
GL229602.1	NW_003254552.1
GL245850.1	NW_003270800.1
GL262758.1	NW_003287708.1
GL249008.1	NW_003273958.1
GL216028.1	NW_003240978.1
GL234703.1	NW_003259653.1
GL254834.1	NW_003279784.1
GL239712.1	NW_003264662.1
GL265470.1	NW_003290420.1
GL220748.1	NW_003245698.1
GL271368.1	NW_003296318.1
GL225316.1	NW_003250266.1
GL204142.1	NW_003229092.1
GL192619.1	NW_003217569.1
GL195364.1	NW_003220314.1
GL229720.1	NW_003254670.1
GL267345.1	NW_003292295.1
GL268583.1	NW_003293533.1
GL235739.1	NW_003260689.1
GL238308.1	NW_003263258.1
GL226454.1	NW_003251404.1
GL198839.1	NW_003223789.1
GL215202.1	NW_003240152.1
GL261727.1	NW_003286677.1
GL218698.1	NW_003243648.1
GL207104.1	NW_003232054.1
GL203240.1	NW_003228190.1
GL211951.1	NW_003236901.1
GL229515.1	NW_003254465.1
GL224471.1	NW_003249421.1
GL250325.1	NW_003275275.1
GL221622.1	NW_003246572.1
GL263369.1	NW_003288319.1
GL205687.1	NW_003230637.1
GL258330.1	NW_003283280.1
GL219060.1	NW_003244010.1
GL240823.1	NW_003265773.1
GL256277.1	NW_003281227.1
GL273512.1	NW_003298462.1
GL251269.1	NW_003276219.1
GL234864.1	NW_003259814.1
GL222150.1	NW_003247100.1
GL202751.1	NW_003227701.1
GL192659.1	NW_003217609.1
GL194921.1	NW_003219871.1
GL235273.1	NW_003260223.1
GL236685.1	NW_003261635.1
GL223425.1	NW_003248375.1
GL209120.1	NW_003234070.1
GL272379.1	NW_003297329.1
GL267802.1	NW_003292752.1
GL261048.1	NW_003285998.1
GL216781.1	NW_003241731.1
GL224769.1	NW_003249719.1
GL259895.1	NW_003284845.1
GL199479.1	NW_003224429.1
GL251598.1	NW_003276548.1
GL226531.1	NW_003251481.1
GL256570.1	NW_003281520.1
GL242591.1	NW_003267541.1
GL231018.1	NW_003255968.1
GL199188.1	NW_003224138.1
GL227079.1	NW_003252029.1
GL195514.1	NW_003220464.1
GL205819.1	NW_003230769.1
GL267008.1	NW_003291958.1
GL226527.1	NW_003251477.1
GL272753.1	NW_003297703.1
GL244397.1	NW_003269347.1
GL197702.1	NW_003222652.1
GL200147.1	NW_003225097.1
GL261691.1	NW_003286641.1
GL212582.1	NW_003237532.1
GL269981.1	NW_003294931.1
GL267129.1	NW_003292079.1
GL196800.1	NW_003221750.1
GL219167.1	NW_003244117.1
GL268329.1	NW_003293279.1
GL207165.1	NW_003232115.1
GL206201.1	NW_003231151.1
GL206801.1	NW_003231751.1
GL208607.1	NW_003233557.1
GL258783.1	NW_003283733.1
GL200342.1	NW_003225292.1
GL261270.1	NW_003286220.1
GL269109.1	NW_003294059.1
GL230758.1	NW_003255708.1
GL251507.1	NW_003276457.1
GL240207.1	NW_003265157.1
GL239760.1	NW_003264710.1
GL237796.1	NW_003262746.1
GL265548.1	NW_003290498.1
GL204148.1	NW_003229098.1
GL205682.1	NW_003230632.1
GL255703.1	NW_003280653.1
GL273102.1	NW_003298052.1
GL210778.1	NW_003235728.1
GL264271.1	NW_003289221.1
GL270254.1	NW_003295204.1
GL217432.1	NW_003242382.1
GL244534.1	NW_003269484.1
GL266233.1	NW_003291183.1
GL206776.1	NW_003231726.1
GL253746.1	NW_003278696.1
GL252596.1	NW_003277546.1
GL218920.1	NW_003243870.1
GL215236.1	NW_003240186.1
GL255206.1	NW_003280156.1
GL231934.1	NW_003256884.1
GL256078.1	NW_003281028.1
GL242066.1	NW_003267016.1
GL242670.1	NW_003267620.1
GL243114.1	NW_003268064.1
GL233939.1	NW_003258889.1
GL193630.1	NW_003218580.1
GL229394.1	NW_003254344.1
GL198115.1	NW_003223065.1
GL247804.1	NW_003272754.1
GL201812.1	NW_003226762.1
GL221406.1	NW_003246356.1
GL221527.1	NW_003246477.1
GL272637.1	NW_003297587.1
GL229446.1	NW_003254396.1
GL251026.1	NW_003275976.1
GL231188.1	NW_003256138.1
GL230832.1	NW_003255782.1
GL233808.1	NW_003258758.1
GL247419.1	NW_003272369.1
GL216369.1	NW_003241319.1
GL266173.1	NW_003291123.1
GL205163.1	NW_003230113.1
GL193861.1	NW_003218811.1
GL268083.1	NW_003293033.1
GL257264.1	NW_003282214.1
GL219053.1	NW_003244003.1
GL238599.1	NW_003263549.1
GL266191.1	NW_003291141.1
GL209274.1	NW_003234224.1
GL221468.1	NW_003246418.1
GL230509.1	NW_003255459.1
GL232888.1	NW_003257838.1
GL222292.1	NW_003247242.1
GL260146.1	NW_003285096.1
GL261107.1	NW_003286057.1
GL263395.1	NW_003288345.1
GL225231.1	NW_003250181.1
GL273629.1	NW_003298579.1
GL262041.1	NW_003286991.1
GL253469.1	NW_003278419.1
GL241860.1	NW_003266810.1
GL256346.1	NW_003281296.1
GL231420.1	NW_003256370.1
GL224638.1	NW_003249588.1
GL229165.1	NW_003254115.1
GL256714.1	NW_003281664.1
GL234946.1	NW_003259896.1
GL217030.1	NW_003241980.1
GL217291.1	NW_003242241.1
GL265373.1	NW_003290323.1
GL242439.1	NW_003267389.1
GL253020.1	NW_003277970.1
GL252192.1	NW_003277142.1
GL206514.1	NW_003231464.1
GL273537.1	NW_003298487.1
GL209503.1	NW_003234453.1
GL202563.1	NW_003227513.1
GL209575.1	NW_003234525.1
GL232472.1	NW_003257422.1
GL234975.1	NW_003259925.1
GL225581.1	NW_003250531.1
GL247889.1	NW_003272839.1
GL246259.1	NW_003271209.1
GL215916.1	NW_003240866.1
GL241314.1	NW_003266264.1
GL210794.1	NW_003235744.1
GL194895.1	NW_003219845.1
GL192649.1	NW_003217599.1
GL227614.1	NW_003252564.1
GL234700.1	NW_003259650.1
GL229377.1	NW_003254327.1
GL244420.1	NW_003269370.1
GL206975.1	NW_003231925.1
GL215494.1	NW_003240444.1
GL250930.1	NW_003275880.1
GL252799.1	NW_003277749.1
GL208492.1	NW_003233442.1
GL214089.1	NW_003239039.1
GL263449.1	NW_003288399.1
GL270870.1	NW_003295820.1
GL236868.1	NW_003261818.1
GL220496.1	NW_003245446.1
GL194907.1	NW_003219857.1
GL242879.1	NW_003267829.1
GL201024.1	NW_003225974.1
GL195619.1	NW_003220569.1
GL222936.1	NW_003247886.1
GL263296.1	NW_003288246.1
GL267956.1	NW_003292906.1
GL197420.1	NW_003222370.1
GL258568.1	NW_003283518.1
GL240101.1	NW_003265051.1
GL258556.1	NW_003283506.1
GL218294.1	NW_003243244.1
GL196781.1	NW_003221731.1
GL203991.1	NW_003228941.1
GL203838.1	NW_003228788.1
GL212411.1	NW_003237361.1
GL260561.1	NW_003285511.1
GL216467.1	NW_003241417.1
GL231083.1	NW_003256033.1
GL270623.1	NW_003295573.1
GL195730.1	NW_003220680.1
GL270484.1	NW_003295434.1
GL263463.1	NW_003288413.1
GL272104.1	NW_003297054.1
GL220620.1	NW_003245570.1
GL248142.1	NW_003273092.1
GL225002.1	NW_003249952.1
GL218039.1	NW_003242989.1
GL263425.1	NW_003288375.1
GL251099.1	NW_003276049.1
GL197011.1	NW_003221961.1
GL204274.1	NW_003229224.1
GL269274.1	NW_003294224.1
GL264004.1	NW_003288954.1
GL262251.1	NW_003287201.1
GL229146.1	NW_003254096.1
GL272674.1	NW_003297624.1
GL195693.1	NW_003220643.1
GL215577.1	NW_003240527.1
GL223667.1	NW_003248617.1
GL223198.1	NW_003248148.1
GL250467.1	NW_003275417.1
GL245984.1	NW_003270934.1
GL273231.1	NW_003298181.1
GL218174.1	NW_003243124.1
GL225972.1	NW_003250922.1
GL200956.1	NW_003225906.1
GL244817.1	NW_003269767.1
GL266254.1	NW_003291204.1
GL225464.1	NW_003250414.1
GL238740.1	NW_003263690.1
GL220422.1	NW_003245372.1
GL196108.1	NW_003221058.1
GL251511.1	NW_003276461.1
GL226237.1	NW_003251187.1
GL252266.1	NW_003277216.1
GL230928.1	NW_003255878.1
GL220625.1	NW_003245575.1
GL264248.1	NW_003289198.1
GL231504.1	NW_003256454.1
GL225391.1	NW_003250341.1
GL270434.1	NW_003295384.1
GL250960.1	NW_003275910.1
GL204545.1	NW_003229495.1
GL214602.1	NW_003239552.1
GL247692.1	NW_003272642.1
GL240237.1	NW_003265187.1
GL264152.1	NW_003289102.1
GL213923.1	NW_003238873.1
GL272148.1	NW_003297098.1
GL239986.1	NW_003264936.1
GL248062.1	NW_003273012.1
GL220534.1	NW_003245484.1
GL227648.1	NW_003252598.1
GL198785.1	NW_003223735.1
GL226048.1	NW_003250998.1
GL220751.1	NW_003245701.1
GL205361.1	NW_003230311.1
GL219173.1	NW_003244123.1
GL198946.1	NW_003223896.1
GL202028.1	NW_003226978.1
GL216900.1	NW_003241850.1
GL270933.1	NW_003295883.1
GL207329.1	NW_003232279.1
GL231222.1	NW_003256172.1
GL224458.1	NW_003249408.1
GL253175.1	NW_003278125.1
GL203922.1	NW_003228872.1
GL264171.1	NW_003289121.1
GL200751.1	NW_003225701.1
GL215796.1	NW_003240746.1
GL266532.1	NW_003291482.1
GL205063.1	NW_003230013.1
GL270845.1	NW_003295795.1
GL247391.1	NW_003272341.1
GL241635.1	NW_003266585.1
GL244550.1	NW_003269500.1
GL196185.1	NW_003221135.1
GL210773.1	NW_003235723.1
GL247412.1	NW_003272362.1
GL253265.1	NW_003278215.1
GL247420.1	NW_003272370.1
GL267066.1	NW_003292016.1
GL214572.1	NW_003239522.1
GL236480.1	NW_003261430.1
GL265519.1	NW_003290469.1
GL213966.1	NW_003238916.1
GL252963.1	NW_003277913.1
GL199783.1	NW_003224733.1
GL227174.1	NW_003252124.1
GL269680.1	NW_003294630.1
GL219407.1	NW_003244357.1
GL256097.1	NW_003281047.1
GL262256.1	NW_003287206.1
GL240045.1	NW_003264995.1
GL199823.1	NW_003224773.1
GL255555.1	NW_003280505.1
GL224421.1	NW_003249371.1
GL253707.1	NW_003278657.1
GL223092.1	NW_003248042.1
GL213401.1	NW_003238351.1
GL228010.1	NW_003252960.1
GL239989.1	NW_003264939.1
GL227744.1	NW_003252694.1
GL227232.1	NW_003252182.1
GL246041.1	NW_003270991.1
GL242317.1	NW_003267267.1
GL219403.1	NW_003244353.1
GL224152.1	NW_003249102.1
GL259975.1	NW_003284925.1
GL212019.1	NW_003236969.1
GL212774.1	NW_003237724.1
GL252348.1	NW_003277298.1
GL224185.1	NW_003249135.1
GL234138.1	NW_003259088.1
GL257109.1	NW_003282059.1
GL251032.1	NW_003275982.1
GL205014.1	NW_003229964.1
GL239782.1	NW_003264732.1
GL196016.1	NW_003220966.1
GL253604.1	NW_003278554.1
GL271274.1	NW_003296224.1
GL217490.1	NW_003242440.1
GL197333.1	NW_003222283.1
GL239086.1	NW_003264036.1
GL236864.1	NW_003261814.1
GL240262.1	NW_003265212.1
GL232090.1	NW_003257040.1
GL211434.1	NW_003236384.1
GL231618.1	NW_003256568.1
GL270519.1	NW_003295469.1
GL201165.1	NW_003226115.1
GL228263.1	NW_003253213.1
GL215697.1	NW_003240647.1
GL220589.1	NW_003245539.1
GL201020.1	NW_003225970.1
GL248603.1	NW_003273553.1
GL200624.1	NW_003225574.1
GL237494.1	NW_003262444.1
GL258559.1	NW_003283509.1
GL237789.1	NW_003262739.1
GL218941.1	NW_003243891.1
GL265644.1	NW_003290594.1
GL219946.1	NW_003244896.1
GL252939.1	NW_003277889.1
GL237632.1	NW_003262582.1
GL243096.1	NW_003268046.1
GL262144.1	NW_003287094.1
GL209163.1	NW_003234113.1
GL247740.1	NW_003272690.1
GL235006.1	NW_003259956.1
GL251098.1	NW_003276048.1
GL224988.1	NW_003249938.1
GL228553.1	NW_003253503.1
GL237914.1	NW_003262864.1
GL240666.1	NW_003265616.1
GL250318.1	NW_003275268.1
GL204523.1	NW_003229473.1
GL197683.1	NW_003222633.1
GL194438.1	NW_003219388.1
GL248754.1	NW_003273704.1
GL209666.1	NW_003234616.1
GL238460.1	NW_003263410.1
GL229455.1	NW_003254405.1
GL272946.1	NW_003297896.1
GL214055.1	NW_003239005.1
GL219729.1	NW_003244679.1
GL213162.1	NW_003238112.1
GL225483.1	NW_003250433.1
GL242099.1	NW_003267049.1
GL237547.1	NW_003262497.1
GL238675.1	NW_003263625.1
GL197598.1	NW_003222548.1
GL231955.1	NW_003256905.1
GL241274.1	NW_003266224.1
GL228398.1	NW_003253348.1
GL230272.1	NW_003255222.1
GL194563.1	NW_003219513.1
GL205839.1	NW_003230789.1
GL246663.1	NW_003271613.1
GL243223.1	NW_003268173.1
GL259826.1	NW_003284776.1
GL255022.1	NW_003279972.1
GL197102.1	NW_003222052.1
GL255521.1	NW_003280471.1
GL215154.1	NW_003240104.1
GL204754.1	NW_003229704.1
GL254535.1	NW_003279485.1
GL204903.1	NW_003229853.1
GL248964.1	NW_003273914.1
GL259618.1	NW_003284568.1
GL254613.1	NW_003279563.1
GL231105.1	NW_003256055.1
GL205876.1	NW_003230826.1
GL257849.1	NW_003282799.1
